31-08-2026-16-34,c,"ci4-6,4,20",20,9,5,4,21.85802412033081,1.6831121444702148,19.400113105773926,478.65514820560935,/
31-08-2026-16-36,c,"ci4-6,4,20",20,9,5,4,21.431668996810913,1.666604995727539,19.011003971099854,478.65514820560935,/
01-09-2026-10-23,c,"ce1-3,5,20",20,7,4,4,2.881639003753662,1.5108258724212646,0.5695619583129883,417.15230472034233,/
01-09-2026-10-29,c,"ce1-3,5,20",20,7,4,4,2.907503128051758,1.6101510524749756,0.5717160701751709,417.15230472034233,/
01-09-2026-10-30,c,"ce1-3,5,20",20,7,4,4,2.9885740280151367,1.5830051898956299,0.578369140625,417.15230472034233,/
01-09-2026-10-31,c,"ce1-3,5,20",20,7,4,4,2.9198479652404785,1.614170789718628,0.5737581253051758,417.15230472034233,/
01-09-2026-10-33,c,"ce1-3,5,20",20,7,4,4,2.922555923461914,1.5930299758911133,0.5770449638366699,417.15230472034233,/
01-09-2026-10-35,c,"ce1-3,5,20",20,7,4,4,3.0444908142089844,1.6699678897857666,0.595487117767334,417.15230472034233,/
01-09-2026-10-41,c,"ce1-3,5,20",20,7,4,4,2.898096799850464,1.591418981552124,0.5748779773712158,417.15230472034233,/
01-09-2026-10-42,c,"ce1-3,5,20",20,7,4,4,2.8923490047454834,1.5948801040649414,0.5709490776062012,417.15230472034233,/
01-09-2026-10-42,c,"ce1-3,5,20",20,7,4,4,3.0762579441070557,1.7024970054626465,0.6069769859313965,417.15230472034233,/
01-09-2026-10-44,c,"ce1-3,5,20",20,7,4,4,3.0211689472198486,1.57371187210083,0.5972678661346436,417.15230472034233,/
01-09-2026-10-45,c,"ce1-3,5,20",20,7,4,4,2.990723133087158,1.662431001663208,0.587446928024292,417.15230472034233,/
01-09-2026-10-46,c,"ce1-3,5,20",20,7,4,4,3.0013279914855957,1.64748215675354,0.5952579975128174,417.15230472034233,/
01-09-2026-10-46,c,"ce1-3,5,20",20,7,4,4,2.9585230350494385,1.6421949863433838,0.5885398387908936,417.15230472034233,/
01-09-2026-10-48,c,"ce1-3,5,20",20,7,4,4,3.0763750076293945,1.6932001113891602,0.6083519458770752,417.15230472034233,/
01-09-2026-10-50,c,"ce1-3,5,20",20,7,4,4,3.1413040161132812,1.7234759330749512,0.6198348999023438,417.15230472034233,/
01-09-2026-11-02,c,"ce1-3,5,20",20,7,4,4,2.92319393157959,1.5130808353424072,0.6010661125183105,417.15230472034233,/
01-09-2026-11-35,c,"ce1-3,5,20",20,7,4,4,3.0003509521484375,1.5459589958190918,0.600600004196167,417.15230472034233,/
01-09-2026-11-37,c,"ce1-3,5,20",20,7,4,4,3.041264057159424,1.5816800594329834,0.5994360446929932,417.15230472034233,/
01-09-2026-11-40,c,"ce1-3,5,20",20,7,4,4,3.0811638832092285,1.6266210079193115,0.6098129749298096,417.15230472034233,/
01-09-2026-11-42,c,"ce1-3,5,20",20,7,4,4,3.0546579360961914,1.6140260696411133,0.605294942855835,417.15230472034233,/
