30-04-2026-11-50,c,"ce1-3,5,15",15,7,4,3,0.40068602561950684,404.2600149505404,/
31-08-2026-11-32,c,"ce3-2,3,15",15,4,2,4,2.54396915435791,1.6518800258636475,0.14752578735351562,414.0915332818249,/
31-08-2026-11-49,c,"ce3-2,3,15",15,4,2,4,2.503476142883301,1.5363919734954834,0.14573097229003906,414.0915332818249,/
31-08-2026-11-51,c,"ce3-2,3,15",15,4,2,4,2.4909141063690186,1.5299851894378662,0.1433579921722412,414.0915332818249,/
31-08-2026-11-53,c,"ci4-6,4,15",15,9,5,3,4.032466888427734,1.6195828914642334,1.608738899230957,359.1664818225172,/
31-08-2026-11-55,c,"ci4-6,4,15",15,9,5,3,4.05391001701355,1.701704978942871,1.6039719581604004,359.1664818225172,/
31-08-2026-11-56,c,"cg5-6,4,15",15,9,5,3,6.168250799179077,1.5465269088745117,3.790315866470337,359.7985953342432,/
31-08-2026-13-11,c,"cg5-3,5,15",15,7,4,3,5.929382085800171,1.5913589000701904,3.6133360862731934,328.3582382285674,/
31-08-2026-13-29,c,"cg5-3,5,15",15,7,4,3,6.081350088119507,1.654689073562622,3.6185359954833984,328.3582382285674,/
31-08-2026-13-32,c,"cg5-3,5,15",15,7,4,3,5.980798006057739,1.573861837387085,3.604222059249878,328.3582382285674,/
31-08-2026-13-36,c,"cg5-3,5,15",15,7,4,3,5.890069961547852,1.5406479835510254,3.519318103790283,328.3582382285674,/
31-08-2026-13-47,c,"cg5-3,5,15",15,7,4,3,5.841516017913818,1.541490077972412,3.5668911933898926,328.3582382285674,/
31-08-2026-13-51,c,"cg5-3,5,15",15,7,4,3,6.421576023101807,1.8269929885864258,3.6723978519439697,328.3582382285674,/
31-08-2026-13-53,c,"cg5-3,5,15",15,7,4,3,6.154385805130005,1.667937994003296,3.7026479244232178,328.3582382285674,/
31-08-2026-14-03,c,"cg5-3,5,15",15,7,4,3,6.596250057220459,1.6897711753845215,3.9669628143310547,328.3582382285674,/
31-08-2026-14-04,c,"cg5-3,5,15",15,7,4,3,5.946630001068115,1.5669398307800293,3.6195218563079834,328.3582382285674,/
